@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"shame on Raj film and Aditya Chopra who seem to have lose their intelligence over the year and provide steady fare of tripe in this piece of cinematic crap not even worth you standard I be grit my tooth throughout the whole flick start to finish with the schizophrenic direction plot line that never quite materialize and on the last scene I just feel ashamed that my country and its film maker can crore on such stupidity shame on the actor for take this work and even comment on it as some piece of work they can own up to Ali Khan completely disappoint in your choice of film Kareen show enough skin for the puberty strike and Akshay come up as the dim wit Anil another retard with a pubescent fascination for English his crony be commendable in their acting and with the bizarre cinematography scatter in the last minute it be enough to pop a blood vessel Waste any brain cell energy or your money to go see this Go See Rent Amu with instead a beautiful piece of independent film ever come out of India poignant and a wonderful story tale that will touch everyone with intelligent actor and give me hope that all be not lose in Indian cinema make",-1
"if this be a product from one of the big production house of Indian Film Industry Raj then I be afraid it be a very long ahead for us to reach the right standard if you can go wrong to this length with such an enormous star cast of Anil Akshay and then movie making be still to be study much harder by everyone associate with this film the film lack in almost all department except cinematography and Akshay Kumar he have a few good dialogue to render but that alone can make you enjoy a flick with huge expectation the first scene of a car go down into a river from the mountain have very cheap graphics like that of a cartoon film that itself be a clear indicator of the director 's vision every actor who otherwise be an asset to a movie be simply waste Anil Kapoor 's gimmick of attempt good English fall flat most of the time and will surely hit himself think why he sign this movie in short THE Waste of Barabar I would say that even be a well enjoyable movie than this One can understand how and why this kind of script be write and approve the most unwanted be the flashback sequence of Akshay 's love story after the faulty script the weak point of the movie be its music Vishal Shekhar have give just some filler tune to each song the song start off very well and suddenly the tune drop drastically only one song Tak Chal be somehow good of all in the lot an opportunity waste by Vishal Shekhar regard the continuity intelligence of the maker just sample this Akshay and be on the road in the hilly area of a foreign Location probably in the next scene they be search for in and then back in the hill with in the dicky of their car I be still think who write this if you manage to sit till the last then the climax be too long with silly and unnecessary stunt you can see all the hero walk through the storm of bullet not hurt as if they be God Are we still see a movie with all these technical height achieve so no more word on this pathetic and downgrade movie but a sincere request to senior actor from their fan Dear Anil Kapoor Akshay Kumar if possible please ask for a preview of your movie after their first copy be out as artist of such stature you have certain responsibility towards your fan and viewer people still clap for you as you enter the screen in your first scene respectively I think this kind of movie should not see the daylight as it hamper the reputation of all associate with the movie the actor and the production house both",-1
"I have some expectation for the movie since it have a nice star cast and it be the return of the duo of Akshay and Well I be hesitant to watch the movie because this be do by the same man who write the story for franchise because I hate 2 but if 2 be compare to I would say 2 be very realistic when I see the credit at the beginning I feel nice because it be put up in a nice way well the very first scene itself pi edited me off then the major drawback of the movie be the action sequence me and my friend be laugh our gut off watch this fight it be like Akshay against some thug and all and the thug even get machine gun you get to see this to understand how bad the action sequence be the other thing about the movie be the far too predictable story it remind me of some of the early 's movie well the only thing the movie be worth be of sexy who look really hot in this one and for that I give a rating of 2 out of Guy please please do n't see this one thinking that it be a real gangster movie well you can watch this to have some laugh at the terrible fight scene all",-1
"the action in this movie beat Sunny in Akshay Kumar possess the superpower of in in along with and it be hilarious except for the typical Akshay Kumar and Anil Kapoor comedy I can see anything positive in this film the story look like the writer tell his old son to write the movie be so unreal that Anil long range shoot with a shotgun be the least most mistake by the director except for the director to make this movie there be no other I regret waste my money on this movie and I would not recommend it to anybody 1 be the least I can give on or I would give it a zero",-1
"I have a lot of expectation from this movie and more so since it be a Film Jimmy operate a call centre and one day he be invite by Singh to teach her boss Singh English the two fall in love and decide to run away but tell Jimmy that she ca n't do this as she owe a debt to Singh who be also know as but they decide and steal money from him and its only then that Jimmy find out that Singh be a Don in the meantime hire a man Pandey to track down Jimmy and Starring Ali Khan Kapoor Anil Kapoor and Kumar the movie be direct by first time director Krishna and be produce by both Aditya Chopra and Chopra have to be one of the bad film that I have ever watch Yes the scenery be good and Kapoor and her much publicise weight loss look good but plot be extremely thin on story and at time make no sense from one scene to the other hence why I have say at the beginning that I have expect more from this film as it be a production with reference to song unfortunately there be not one song that I can remember now there be moment where one can laugh and that be mainly thank to Kumar and could have definitely do good while Kapoor play her part well but this can be say for Anil Kapoor it do not suit him at all as a villain lastly never mind Aditya Chopra who in the past have produce and direct good film such as what be Chopra do by produce such a trash movie Bad movie not worth waste your time and that be my first and last impression",-1
"I have no idea what the film be about before I see it because only have teaser trailer while it be be promote so I ask my friend if they know anything about it and they say that it be the directorial debut of Vijay Krishna who write the screenplay for 1 2 and Ali Khan 's son Ibrahim make his debut in the film by play him as a child in his flashback after watch it I understand that why their be n't a proper trailer because there be n't anything in the film to show the story be extremely and even a year old child can come up with a good story line there be hardly any action and the camera shake at every possible angle there be and it be difficult to figure out that who be kill who also the action be daft unrealistic e g 1 man with a handgun manage to kill about man with machine gun while I be watch it remind me of 3 film Sin City during the opening credit Anil Kapoor 's terrible English like Amrish Puri in Barabar the outrageously ridiculous joke that be not even a jot funny I also hear the budget be crore which be the same amount as 2 and I do n't know where all the money go to anyway if you do not like 2 then there be absolutely no chance that you will like Race be hot on heel and that be a million time well the only 2 good song be and both song be shoot in Greece at good location but what be the use of it in a rubbish film even Anil Kapoor 's terrible English could n't save this discomfiture",-1
" the title itself explain the nature of the movie this type of movie be actually make for flop What a shame that Raj Films produce such movie those be worthless than C grade movie or even some C grade movie have good and please story than the much hyped and over confidently promote poorly bomb at the box office which it certainly deserve in my view this be the bad movie ever make from honourable Raj Films banner How come they handle such a heavy project to new Vijay Krishna who have no actual sense of make action flick he try to imitate Sanjay 's way of make like but he suffer at last the action scene be more like than comic or cartoon movie make for exhaust the audience the story also lose in its meaning and substance to tenderly win the audience heart in most scene Anil Kapoor remind me of southern Tamil star in his body language and expression I be not a fan of neither nor Akshay but the award of should have finally go to 's hand instead of Akshay just from the start point I expect of it but at the end it displease me with the climax truth be the main behind the whole adventure while Akshay join in the midst in any movie the final should be judge with the whole character of the entire story and the award or say reward should be give to the one who deserve credit and lose in this way and unexpectedly fail to become a hit Akshay 's have nothing new to show off his comedian talent here but still remind of his previous movie he seriously need to form a new image to his fan that would impress them again and again in between do a great job in Race and now he return again in his hilarious nature through this movie but he have fully develop himself in the act field and last but not the least about she look really hot with bikini dress of which some complain as she become too lean but I myself do n't think so instead she become slim Yes slim it be a good factor for a female to attract the major people or say male them it be nice that 's son Ibrahim appear in the begin last as young I hope now he too will lean forward in target of make act as his career those who like this they be either mentally or still want to go back to childhood or say want to be admit in an asylum thumb down to debutante director Vijay Krishna who mishandle the project offer by Raj Films in future he should experiment and study the script minimum of 5 year before go into practical direction sorry I do n't like to rate good star to this type of junk movie",-1
"I just see the movie in theater the movie have very few good point to talk about 's beauty and a couple of song may be it the movie be a complete disappointment in all area Anyone associate with the movie will be disappoint even Mumbai Indians too just now have make it to semi final but the bad I feel about the movie be the action scene now days be try to copy action scene from Hollywood but they forget that Hollywood director take a lot effect to make it look like real but unfortunately director do not have that much of time they spend their time on song and publicity of the movie now such too stupid action scene may work in South as the audience just pay to watch their favorite actor kill bunch of people but in this be certainly not go to work All the action scene I wish I could have forward at the end even some Chinese people appear from nowhere to beat Akshay Kumar this be height of stupidity audience be not pay to watch such stupidity I think now should forget about the action movie they cant make it the last good action I have see be from and Ka the current scene in be really sad for action movie fan like me do these people see their movie after completion Ca n't they figure out that the slow motion action which be do use rope be too unrealistic and childish better not to have action scene if you cant handle it I just want to go back to Amitabh 's era where movie like and be have thrilling action scene the sound effect be not very effective in those day but visually it be much good than current era scene this movie now should open the eye of the movie director please do n't make any more action movie until you acquire the art of make it realistic",-1
"I be very displease with this move Everything be terrible from the start the comedy be the action overdo the song even the storyline be weightless from a writer who have write successful script like and I have high expectation the actor work way too hard and do not help the film at all of course rock the screen in a bikini but for two second I think Hindi stunt director should research how action movie be do they tend to exaggerate way too much in Chinese film this style work because that be their signature piece but Hindi cinema 's signature be the song a good action movie should last no more than two hour and can look unrealistic but in the future I be sure these action movie will get much sharp also to be note comedy and action film do not mix unless do properly good Luck next time",-1
"if there be one film which be the bad of this year it be the first promo give an indication that the film will be a boring 2 style film and well i know first only it would be a bad film whatever it maybe because of it be a film or maybe see the cheesy promo but this film give me a shock it be even worst then 2 and what i expect First 's introduction which be boring then meet be so artificial and then Anil Kapoor oh god what he be do in such a weird film What kinda role it be What acting be he do his first scene be alright but then his act get repetitive and he overact then come Akshay who provide some nice scene but then the film become more boring and with all the outdated stuff childhood romance overdose of childish style action scene and all boring scene the ending be another Krishna would have get 3 film more to direct if this film have work the strategy of only money nothing else so Vijay be another addition to their list of crap filmmakers Music Vishal Shekhar be Akshay Kumar come in the film as a whiff of fresh air he actually provide some engaging moment Ali Khan be irritate be equally bad Anil Kapoor ham outrageously and spoil the show even more be okay",-1
"absolutely awful movie Utter waste of time background music be so loud that you can understand speech well if you really listen closely whatever they speak be actually unintelligible camera work be bad edit be not present background score give a headache action be shoddy dialog be unintelligible acting be abysmal and well use to look like a wrestler now she look like a starve wrestler you can slim down but you can gain grace after spending three hour watch a movie I want to like it but this movie would not even allow me that pleasure please if you want to torture yourself go ahead watch this",-1
"sometime I fail to understand what do the director think when they make a movie I have have a trauma after watch Welcome and think that they wont do it again but after load of amazing promo finally end as heart attack such amazing 3 song in promo and Mein and what u get in the movie Zero story predictable plot plenty of Akshay Kumar stunt and nothing interesting apart from watch after her major weight loss music wise another major disaster in the music album they have spend time on give pathetic small dialog of these 4 joker and they have n't think of give the background song of the scene when Akshay Kumar be do stunt that song be such nice quite comparable to Mein and that be not take in the music album sad if you plan to watch this movie i would say watch it to listen to that background song which go something like Pandey overall very disappoint even with the way have make attempt to speak bad English go away man i need to puke",-1
"I have never think the standard of film would ever degrade to such an extent the film have a nonsense storyline which catch no interest have over act have improve her figure but be not a good actress anyway Akshay be good Anil be also good May I say the role be n't good great deal of cheapness be fill in if that be suppose to be the comedy part of the movie just because last few movie be flop do that mean film should make this kind of rubbish it have a history of so many good film overall I be totally disappoint with the movie",-1
"this movie be horrible acting be a waste basket no cry no action hopeless song though the scenery be great I have always want to go to Greece anyway as for you will expect a great performance but even he let down the people Akshay Kumar recognize as the pimp of and the voice of he be sensational in this movie for only this performance should introduce another award the toiletry award for the bad performance by the way the trophy should be a toilet seat Kapoor she first of all be not comparable to her sister in act in look or in body she now want to prove to herself that she surpass her she come into this movie wear bikini 's and tank top and short short I really wonder why Ali Khan be let his wife to be dress like that but she must have impress some people dress like that and if you ask how then consider every man be have an erection watch this movie they be dream of have Kapoor in bed naked with a condom include me personally I think that she dress like a whore but I really like it I be force to give it a 1 but I will really give this movie a 0 an film",-1
"for this movie define a new low in and have set the standard against which all c p must now be compare first off the beginning do have element of style and if handle well could have become a cult classic a la pulp fiction or a Desi desperado but the plot be there one begin to meander and at one point completely lose it in a derange don with an obsession for English a call center smart Alec a femme fa tale who can don a bikini and a Saree with the same aplomb a levitate gravity defy hit man and a cop with a hundred or be it a thousand black cat commando on their trail good ingredient in competent hand but this be where I would like to ask the director Sir what be you smoke Im sure this movie would be remember in the annals of film make for what must never be do insult the intelligence of the most brain dead of movie goer possibly the only redeeming feature in this Desi matrix plus desperado plus caper be the music watch the video hear the airplay and you wont be disappoint Vishal Shekhar come up with some eminently hummable tune How I wish the director have spend the money in create some more eye candy as I sign off I want to really badly know how do Akshay 's bullet wind vanish in a microsecond what be you editor do maybe",-1
"the sight of Kapoor in a two piece bikini be about the only thing that wake you up from your sleep while watch the mega disappointing mind numb new film at the cinema this weekend bad film be bad film and we see some every week but be not just a bad film it be a terrible film Terrible because it take its audience for grant terrible also because the filmmaker expect to get away without a plot or any common sense only because they have get big movie star onboard and direct by Vijay Krishna be what you will describe as a road movie but one that be go in all the wrong directions Ali Khan star as Jimmy Cliff a call centre executive who be hire to teach English to that be Anil Kapoor play an ambitious up gangster desperate to go cool Jimmy 's get his eye on the gangster 's pretty young assistant play by Kapoor who use Jimmy to swindle her boss of crore rupee determined to recover his money and also to punish both Jimmy and recruit his most trust henchman to do the job so you have Akshay Kumar as Pandey the gangster 's faithful aide from Kanpur who track down the culprit and recover the stolen money that be hide across the length and breadth of the country much like those bad eighty potboiler too be hold together by a threadbare script centre on a vendetta plot but the treatment be so over the top so indulgent that it fail to establish any connect instead of a coherent screenplay or a traditional three act structure you get a handful of set piece around which most of the scene be loosely construct that garish item song in the desert the bullet dodge action scene at a fort 's bikini moment even that ridiculous climatic action scene complete with monk a water scooter zip through a dirty and believe it or not even a style horse drive tonga in all fairness not all these set piece be badly do the item song in the desert be quite neat actually but very little of it make any sense in the large picture because you be just go from one piece to another without any help from the script really little do you expect in a seemingly fast pace road movie to find a sickeningly sentimental flashback track about childhood sweetheart you see the problem with be nobody associate with this film know what film they be make What be more I do n't think they care either the film reek of arrogance packing in element of every genre without actually bother to stop and see if the mix do work be like an overcook stew there be film that kill you softly and then there be a film that kill you with excess snazzily with glossy finish camera work exotic location and fancy costume every frame of the film probably cost lakh to put together but it still feel like a hollow piece in the end because the story do n't hold narrative from Tarantino and style from Stephen Chow do n't help either because they do n't blend with the film 's wafer thin plot one may have complain a little less if the character be more engaging but Anil Kapoor 's grating dialogue make you want to slit your wrist and Ali Khan fumble through the film foolishly unable to find his foot Kapoor meanwhile queen of over the top delivery do a decent job but of course if be salvage to some extent it be thank to Akshay Kumar 's irresistible presence and his spontaneous approach to the character you cringe when he be cup his crotch repeatedly and you scowl when he deliver those double meaning dialogue but not for a moment can you take your eye off the screen when he be up there despite some good music from Vishal Shekhar the song seem like they be only prolong your misery Well that be because be a test of your patience in case you do n't know mean style I be sorry to say this film have none",-1
"such a long await movie but it have disappoint me and my friend who have go to see the movie on the first day from the trailer it look like a action movie but it turn out to be a out out comedy a bad comedy but one thing that deserve appreciation be the acting by these professional actor they have do their part of the movie very well good acting but i do n't think that can save the movie India have be shoot beautifully Kerala be all saturate with color alright nevertheless the way the intrinsic beauty of these place be shoot make me want to find out exactly where those place be and when I could go there happy Action sequence be shoot very shabbily no one could make out head tail of the stunt they have use Akshay very well but could have be do much much good animation be the bad i have see in recent movie 's movie have good animation scene i guess initial scene where the car be fall off flying should be good word the road into lake and the movie name have be mention nearly every to min just to make sure audience do n't forget the movie name i guess",-1
"I would have like to write about the story but there be n't any I would have like to quote a couple of hard hit dialog from the movie but be only funny for like 5 minute after that its overkill I would have like to swoon over the keep u guess suspense but it be as predictable as mm. a raj movie I would have like to talk of the edge of the seat action but I do n't like cartoon much sigh all in all this movie be perfect for 1 people attempt suicide I promise it will push you over the edge 2 Sado masochist this movie be way more effective than the barbed wire that Silas guy in the Da Vinci code wear 3 people research alternative way to spread terrorism I swear the audience leave the hall seem to be in a mood to kill someone 4 Movie more power to them if any movie deserve to not have the audience spending money to watch this be it 5 barnacle most type of plankton green algae because almost all other living thing would require an IQ factor somewhat great than what the movie offer the director of the movie obviously be a species of his own and i hope to god that he be the only one of his kind one be enough thing that could have make this a good movie 1 a story 2 a choreographer 3 a screenplay writer 4 a stunt coordinator 5 a story do I already say that 6 a director preferably one who be not mentally challenge although even one who be challenge could have do a good job 7 Anil plague at all cost 8 a statutory warning Raj movie be injurious to your mental health thing I like about the movie 1 Kapoor for obvious reason 2 the English sub title Mera Kho Gaya become my heart be in a void turn into Im a flirt Im a lover Im a vagabond priceless in short to me be like the opposite of a cube the cube be suppose to increase the IQ of the player promise to lower your IQ and that in a mere 2 5 hour sigh but just me I could be wrong you have be warn anyways",-1
"this be the big flop of I don know what Director have be his mind of create such a big disaster the song have be add without situation the story have be stretch to fill the 3 gap and most disgusting be the action stunt perform by the actor it be like everyone be have superpower they can run in between the bullet be fire and nothing happen to them and one person fight with people only the good performance be by Anil Kapoor man he be all time at his good playing the role of villain with a comic act speak be also do a good job but the just forget it",-1
"All the world say that the film would be a good movie with great pleasure but this be not the case Vijay Krishna make a serious mistake to take as an actress Kapoor she be unbearable throughout the film her tom boy look do not really go well even the film the story of the film be not make sense at all Everyone say that the of India be Vijay but its not at all the talent Anil Kapoor be involve in this stupid movie Anil be an actor of large caliber and this film be not Akshay Kumar have also be a victim of this film as all be the Style and the be not really good in this film i be disappoint",-1
"I be n't terribly impress with Dante 's 1st season offering in homecoming it be n't much of a horror story but rather a smart political statement with the situation be the story of a virus unleash on the world that cause man 's sexual drive to replace with murderous tendency toward woman the episode start out all right with a short film explain the way the screw fly be kill of by scientist then there be short scene where a man be arrest when female body be discover in his home I assume this be suppose to show the beginning of the outbreak but be unclear because this be never revisit the episode go on for a while introduce character blah blah blah it seem cool and mysterious but the episode star to get bad and bad as it lurch forward until its sad and unsatisfy end the bad episode well except for chocolate",-1
"I have now write review for several of the Moh episode and this be among the bad an interesting premise at the beginning be completely abandon by the time the credit roll if watch people thing they never would in real life amuse you let be check out the basement then this be your show except it be not amusing or entertaining it be just annoy the extent of the virus be never ever show I can very much overlook the fact that it affect man only as the result situation be very very frightening but then thing deteriorate as daughter let obviously derange dad into the home and ultimately die at his hand the woman flee north and run into a few ten situation then some sort of spirit or alien or something appear and save her thing that make you go Huh or something then she be huddle for warmth the end these director be mail this tripe in",-1
"I love the frequently Masters of series horror fan live in a constant lack of nourishment project like this and the similar Project with give us like it or lump it be breed ground for wonderful thought bubble in the mind of director with a horror bend to develop and bring to maturation food for we who love to dine on horror this one begin with a kernel of really idea and run right off the edge of where in the world be I go with this I do n't know how to spoil the spoiled but spoiler all of a sudden no there be that light drift across the night sky earlier we have long haired luminescent alien Huh Huh brain drilling male and yeah I get it but well the bad curse of storytelling a rouse and promise set up without a rewarding denouement Cue to storyteller your build up have to have a payoff that exceed build up not the other way around math end of Big oops",-1
"a huge disappointment from writer Hamm and director Dante their previous collaboration on the first season 's homecoming be twist and darkly hilarious in all the right way this poor handling of an intriguing premise leave me bewilder the supposed payoff show generic alien extract something from the brain of the infected psychopath be completely unsatisfy and explain nothing if the point of the story be an extraterrestrial cleaning of the planet of it 's human infestation why do they go about it in such a gratuitously sadistic and fashion why not just unleash a completely lethal virus a la Stephen King 's the stand instead of have the male population butcher the female I keep hope the episode would improve as I keep watch but it just get more pretentious and preposterous the religious subtext simply seem force but it be clear Sam Hamm must have think it be profound by the weight he give it I like a lot of both Dante and Hamm 's work but this be just",-1
"I be not alone in admire the first movie a film that Richard Donner execute masterfully I be also not alone in scorn Richard Lester 's 2 which bring us to the Richard Donner cut of the same movie sadly it be still an absolute abomination 's world be one where suspension of disbelief be require in strong dose but 2 stretch thing too far it do n't matter who direct 2 because the script insult the intelligence of a first grader in a sense there be no plot because the character have zero motivation to act the way they do unlike the original superman with or without his power 's strength or lack thereof be handle in the least believable manner there be too much to criticize so I will not bother I condemn this movie perhaps the slapstick in the Lester version be more appropriate to the moronic script this movie be base on Super bad",-1
"so we get so see added footage of Brando interesting but not exactly Oscar worthy stuff Susannah York be hardly a slouch new scene where Lois find out Clark be be slightly unbelievable in that he do n't notice that there be blank come out of the gun instead of real bullet real bullet would have penetrate his clothes and then bounce off him onto the floor but forget that let 's listen to Donner make fun of Lester 's version that make more logical sense the president talk of the deface the Washington monument when it be originally Mount Rushmore that scene make that line quite absurd 's freedom of the press line sound silly compare to Care to step outside which be deliver well and have a fitting connection to Clark 's early scene in the truck stop then there be the ending with the turn back the world to go back in time effect it turn back everything in the whole movie and make you wonder where exactly the rocket aim for Hackensack N J ever go since it do n't free and company any more",-1
"superman II The Richard Donner Cut should be a fan 's dream come true at long last footage only see in photo and scene that only exist on the printed page would finally come to life a director that be unable to complete his vision would have the opportunity to have his vision restore it seem like a winning situation and then you start watch this assembly of footage and you realize this esoteric dream be a very real nightmare of sloppiness and incompetence while it be entirely possible that no movie could compete with the finished perfect version each of us have imagine over the year it really should have be a thrill to finally see this project and it be only a very few time you know thing be shaky when the very first bit of text on screen look like home brew computer graphics but then we start see new footage alternate from the movie for the trial and that first bit of hesitation fade away Hey this be pretty neat thing be alright for these few fleeting moment until we see footage from intermix with new effect for this project and it do n't convince at all and from this point on it never ever let up it be probably not right to judge a movie because of bad visual effect but when this be supposedly the direct follow up to a movie whose tag line be you will believe a Man Can Fly it be difficult to believe anything show on screen here the good effect in this be from the original production another issue with this re cut a lot of it just do n't make sense the only reason any of it really work be because we have all see the theatrical version of II a movie that do make sense Lester 's II fill in the hole of this assembly part of this could be because Donner do n't get to complete shoot the other part could be because the maker of this project be intent on use as little Lester material as possible What we end up with be an assembly of footage that make IV look airtight and coherent after view this one get the sense that while Lester be faithful and comfortable use Donner material Michael Thau and his team be extremely disrespectful towards anything film by Lester the good scene in the Donner Cut be the one lift relatively intact from the release version of II that include the moon sequence and the diner sequence not ironically both be film by Donner but anything else from that movie film by Lester be re edit in such a hasty fashion that it now make Lester seem like a ham fist know nothing while Lester honor the Donner material Lester here be throw under the bus so be there anything good in this release Well Marlon Brando be in it and that be neat to see in fact watch any of the material shot by Donner be neat since it be all film at the same time as The Movie but that only highlight the problem of this release any of the major scene really just Lois jump and scene with Marlon Brando would have be well serve as complete scene in a delete scene section instead they be shoe horn into a nonsensical narrative with inferior performance many alternate take from familiar scene be use sloppy edit and bad decision watch the opening scene at the daily planet why be we look at Jackie Cooper be back as he call for Lois and Clark at the end why do we have Lois walk into her dark apartment only to have that follow by Jackie Cooper walk into a dark bathroom turn the light on I be initially confuse by this because I expect to see Lois the entire assembly be fill with questionable choice like this Battle scene be a mess too with no geography between cut it be just random action of course the major action scene be shoot by Lester and his material be only use as a bridge to the next set of Donner outtake or alternate they should have use more of Lester 's footage but probably have too much pride to admit that the sloppiness extend to the military missile as well as note elsewhere the missile show in the Donner Cut bear the designation while we all know it be the a blind man in know that the producer of this assembly who try so hard to honor the original film drop the ball less than five minute in and that mistake be indicative of the quality of the entire production for all the supposed care that be put into this the final product have an air of shoddiness to it that be inescapable the entire affair would probably be easy to digest if Warner 's do n't make this a separate release here in the state as it be we be expect to pay for what be essentially a bonus disc of delete scene with a Play all option it be really only worth one viewing so that we can finally see the legendary cut scene but after that initial viewing I expect that this will be an excellent magnet for dust and little else I know after my experience of watch this I have new respect for Lester 's version it be by no mean perfect but Lester realize the deficiency that be in the script that stand out here in bold relief he manage to make a movie that have entertain for many year and will continue to do so while this new re cut will most likely only be remember as a footnote in that film history",-1
