@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"i like write story but be n't any like quote couple hard hit dialog but funny like 5 minute overkill like swoon keep u guess suspense but as predictable as mm. raj like talk edge seat action but do n't like cartoon much sigh all all perfect 1 people attempt suicide promise it will push edge 2 masochist way more effective than barbed wire guy da Vinci code wear 3 people research alternative way spread terrorism swear audience leave hall mood kill 4 more power any deserve not audience spending money watch 5 barnacle most type plankton green algae almost all living thing require factor somewhat great than offer afterthought director obviously specie hope god kind enough thing better 1 story 2 choreographer 3 screenplay writer 4 stunt coordinator 5 story do say 6 director preferably not mentally challenge although challenge good job 7 anil plague avoid all cost 8 statutory warning watch raj injurious mental health thing like 1 obvious reason 2 English sub title my heart void turn im flirt im lover im vagabond priceless short like opposite rubric cube cube suppose increase player promise low mere 2 5 hour sigh but just wrong you have warn anyways",-1
"this big flop don know director mind create big disaster song add situation story stretch 3 gap most disgusting action stunt perform actor it be like have superpower run bullet nothing happen person fighting people good performance anil man all time well playing role villain comic act speak good job but just forget",-1
"all world say film good great pleasure but not case Krishna serious mistake as actress unbearable film tom boy look do not really go well film story film not make sense all say but not all talent anil involve stupid anil actor large caliber film not victim film as all style not really good film disappoint",-1
"i be n't terribly impressed 's 1st season offering homecoming be n't much horror story but smart political statement situation story virus unleash world cause man 's sexual drive replace murderous tendency woman episode start all right short film explain way screw fly kill scientist short scene man arrest female body discover home assume suppose beginning outbreak but unclear never revisit episode on while introduce character blah blah blah cool mysterious but episode star bad worse as lurch forward sad unsatisfy end worst episode well except chocolate",-1
"i have write review episode bad interesting premise beginning completely abandon time credit roll watch people thing never real life amuse let 's check basement except it be not amuse entertaining it be just annoy extent virus never show very much overlook fact affect man as result situation very very frightening but thing deteriorate as daughter let obviously derange dad home ultimately die hand woman flee north run few ten situation sort spirit alien appear save thing make Huh huddle warmth end awful director mail tripe",-1
"i love frequently master horror series horror fan live constant lack nourishment project like similar project give feast like lump breed ground wonderful thought bubble mind director horror bend develop bring maturation food love dine horror begin kernel really idea run right edge where world go do n't know spoil spoiled but spoiler ahead all sudden no light drift night sky earlier long haired luminescent alien Huh Huh brain drilling male yeah but well bad curse storytelling rouse promising set up rewarding denouement cue storyteller build up payoff exceed build up not way storytelling math end spoiler big oops",-1
"a huge disappointment writer Hamm director previous collaboration season 's homecoming twist darkly hilarious all right way poor handling intriguing premise leave bewilder supposed payoff show generic alien extract brain infect psychopath completely unsatisfy explain nothing point story extraterrestrial cleaning planet it be human infestation do gratuitously sadistic fashion not just unleash completely lethal virus la king be the stand instead have male population butcher female keep hope episode improve as keep watch but just get more pretentious preposterous religious subtext simply force but clear think profound weight give like lot Dante Hamm 's work but just",-1
"i be not admire superman film Richard Donner execute masterfully not scorn 's superman 2 bring Richard Donner cut sadly still absolute abomination superman 's world suspension disbelief require strong dose but superman 2 stretch thing too far do n't matter direct superman 2 script insult intelligence grader sense no plot character zero motivation act way unlike original superman power superman 's strength lack thereof handle least believable manner too much criticize not bother condemn slapstick version more appropriate moronic script base super duper bad",-1
"so add footage interesting but not exactly oscar worthy stuff york hardly slouch new scene find superman slightly unbelievable do n't notice blank come gun instead real bullet real bullet penetrate clothes bounce floor but forget let be listen Donner make fun 's version more logical sense president talk deface monument originally mount tweak scene line quite absurd superman 's freedom press line sound silly compare care step outside deliver well fitting connection 's early scene truck stop end turn world time effect turn whole wonder exactly rocket aim n j go do n't free company any more",-1
"superman Donner cut fan 's dream come true long footage see photo scene exist printed page finally come life director unable complete vision opportunity vision restore like win situation start watch assembly footage realize esoteric dream very real nightmare sloppiness incompetence while it be entirely possible no compete finished perfect version imagine year really thrill finally project very few time know thing shaky very bit text screen look like home brew graphics but start see new footage alternate superman the trial bit hesitation fade away hey pretty neat thing alright few fleeting moment footage intermix new effect project do n't convince all point never let up it be probably not right judge bad visual effect but supposedly direct follow up tag line you will believe man fly it be difficult believe show screen good effect original production issue cut lot just do n't make sense reason any really work we have all see theatrical version superman do make sense 's superman fill hole assembly Donner do n't complete shoot the maker project intent use as little material as possible end up assembly footage make superman look airtight coherent viewing get sense while faithful comfortable use Donner material Michael Thau team extremely disrespectful film good scene cut one lift relatively intact release version superman include moon sequence diner sequence not ironically film Donner but film edit hasty fashion make like ham fist know nothing while honor Donner material throw under bus good release well that be neat fact watch any material shoot neat all film time as superman but highlight problem release any major scene really just jump scene well serve as complete scene delete scene section instead shoe horned nonsensical narrative inferior performance many alternate take familiar scene use sloppy edit bad decision watch open scene daily planet look cooper 's as call end walk dark apartment follow cooper walk dark bathroom turn light initially confuse expect entire assembly fill questionable choice like battle scene mess too no geography cut it be just random action course major action scene shoot material use as bridge set Donner outtake alternate use more 's footage but probably too much pride admit sloppiness extend military missile as well as note missile show Donner cut bear designation while all know it be blind man know producer assembly try hard honor original film drop ball less than minute mistake indicative quality entire production all suppose care final product air shoddiness inescapable entire affair probably easy digest warner 's do n't make separate release state as we be expect pay essentially bonus disc delete scene play all option it be really worth viewing finally legendary cut scene but initial viewing expect excellent magnet dust little know experience watch new respect 's version it be no means perfect but realize deficiency script stand bold relief manage make entertain many year continue while new cut most likely remember as footnote film history",-1
"i fascinate as truly bad be viewer supposed learn reflect up pumpkin suppose impressed motel shot do matter garbage bag rooftop street hotel do narrator unsuccessfully mock people interview obvious edit really informative part interview achieve mockery good interview film professor tell bad finished truly amazed believe creator struggle intellectual try impress intellectual community",-1
"the author set journey discovery root southern tobacco industry believe completely deservedly forget bright leaf ancestor not fact discover nothing mild interest absolutely silly self indulgent glorify home suitable screening director 's drunken family reunion but certainly not commercial non commercial release good reminder most independent film not pick up major studio bore irrelevant no interest but director immediate circle avoid all cost",-1
" ca n't believe actually worse than go theatre brother mother force tag oh god begin plot suck voice act suck animation suck end really suck like suck too say great tool plain simple be n't but crack addle year old game boy think god i be still day think horrible turd 's adventure do n't start horrible mess film all truth most boring experience entire life do n't watch any cost line copy burn burn all proceed rent good like alien bowl columbine future",-1
"now never see bad all year but song physiological meaning do wow demented show up multiply seizure pointless maker pointless big marketing scheme look just cut song good rating reckon fine message all episode understand go not film just animation video i will 1 just get 5 buck not half there be no half",-1
"much bad than original actually painful sit barely hold year old 's interest introduction new marginally interesting but storyline extra thin dialogue still bad music mediocre watch television instead it be much good",-1
"this awful film yea girl pretty but not very good plot have cowboy involve Indian maiden interesting sex do n't way well okay interesting but not badly pace partly act imagine close up dance tush look like big screen probably more laughable tv wo n't mention topless knife fight woman tie spend whole thing chest chest never read old west film require liberal use fast forward like schlock film but ridiculous reason do n't sort film tend not very good plot take seat breast original cutie as call originally nudist film film no touching but as adult industry begin grow film maker either try clever try exploit order butt seat clever one very few left hack limited talent comedy often come good humor approach grade level infantile but harmlessly fun rarely say any genre cross dress as look good couple nice piece but neither western nor sex film need not watch again interest probably no rapist killer film play bobby member family arrest murder school teacher not long film wrap obviously sort thing ruin people life",-1
"ok hear new come feature pretty big name mean great actor like freeman aka freeman asset however completely waste film get Kevin spacey i have great fan watch American beauty usual suspect great actor probably sign think go great as do hear story enter fresh face say fresh face rotten tomato have n't hit yet well reason add no bother read review terrible get minute character dimensional make bible character look like don get liner sound bite worthy stuff token troubled black guy cool j gorgeous woman not belong real life captain short whiny guy speak high tone complete hero rich experience oh lot gun mean whole lot spoiler not kind gun leave police force who 's crooked dead hero prevail get flame thrower rocket launcher really no kid line want Edison great fan actor great fan all year old girl enjoy wish more hand more thumb terrible many thumb thumb no longer mean terrible suck badly laugh frustration story line just not end firing yell just keep happen g d mercy all save terrible well bad terrible actor turn singer turn terrible actor usher check mix rich die try special thing that get year old man play young teen",-1
"i see film premier American beauty say hope unfortunately disappointment fact countless i have see almost dozen festival i have want walk early bad problem obviously originate collection provocative concept concern cultural stereotype than organic human drama screenplay derive novel famous quote come mind never know novel good enough good spite adapt author 's political view observation especially devastating political view stale simplistic time 's white male villain condescend portrayal black ironic treatment foreign culture fresh it be long past more detailed review look up any many professional review available online almost all rate poorly expose shallow manipulative tissue base on hand amateur reviewer more easily bamboozle as read review similar site you will frequently come superlative stunning breathtaking profound shocking embarrass read but do not surprise i have encounter many people regard any book deal racial cultural gender sexual issue as deeply move thought provoke full profound insight person all mean rent move hand set standard higher safely pass",-1
"unfortunately mistake pay 7 theater watch shallow meaningless point film base 2 thing 1 ethnical point view as happen most American film writer think itself as expert learn 2 3 thing Asian culture but unfortunately not enough know 2 name food do n't make person understand culture example shaving sign clean life Asia but try girl stop Lebanese people Christian ok get cultural form belief approach completely different Arabic country main difference eastern western culture do n't make ethnocentrism do n't judge people question life as father figure do all film 2 sexual revolution girl nothing much say girl sexual awakening than say wrong write comment producer promote film black humor genre watch Dr understand mean black humor black humor reflect truth focus audience funny part truth meaning",-1
"the grease john newton john good teen very bad copy change sex the good sandy it be prefer watch grease",-1
"i be sorry but hooker 's could n't save sequel go half think spoof original come wild wacky motorcycle scene notice birch direct sadly realize try serious do kick fact opposing gang have lose wheel gambling habit original grease force use motorcycle second shame character Carrington i will hate resort later maybe moped never buy hackneyed theme Australian boy ca n't fit outsider dominate school ergo go tough guy stupid biker helmet look story go horribly awry look like ruin good thing place bubble gum smacking Michelle musical thing take away idea many point",-1
"well least theater group do course remember watch grease little girl while never favorite musical story do still hold little special place heart it be still lot fun watch hear horrible thing grease 2 that be decide never watch but boyfriend say really be n't all bad friend agree decide shot but call up just laugh plot totally steal be n't really clever not mention just use character but different name actor tell do pink lady t bird continue year gang leave not mention creator face motor cycle enemy gee striking resemblance guy film as well as t bird just stupid ridiculous year music dancing have n't stop but new student sandy 's cousin come scene love strike pink lady but stick code pink lady stick t bird new student decide train as t bird win heart dress up as rebel motor cycle bandit ride well defeat evil biker easily kick t bird 's butt but tell really well grease 2 like silly tv sort do n't work gang do n't click as well as grease do not mention Frenchy come bit silly unbelievable thought graduate but apparently do n't song not really catchy i be glad Michelle able bounce fast but that be probably talent silly little sequel would n't really recommend film than curious but warn just pathetic attempt more money famous musical 2",-1
"boy girl love affair sequel song time she be he be straight arrow buff actually like fan say mind reel grease 2 truly lame enterprise do n't courage sheer gall memory predecessor flame like jaws 2 exorcist no whimper slow motion often just play dead look feel cheap large cast lose amidst messy direction unfocused handling time substantial audience get glimpse Michelle although do n't embarrass herself it be role worth forget misfire low level no star",-1
"when grease 2 like crack classless shameful euphoric powerfully addictive experience sister watch rewind watch again again again pass too confused hostile stand year old girl review film as brilliant fun well than original grease fledgling adolescent hormone blame rest assure unyielding fixation utter rubbish pass however not little girl absolutely no excuse suggest grease 2 but inane artless slipshod embarrassment all participate production distribution consumption sake criticism dignify film explain well execute musical song advance narrative develop character grease 2 few debatable exception music obscenely pointless most song appear relate innuendo sex excessive general way score tonight reproduction do country make concrete statement any film 's character theme plus all music uncomfortably stupid no cast demonstrate crude semblance ability sing dance 2 t bird not least somewhat likable but instead annoy loser end johnny offer sacred t bird jacket initiate gang kick ground spit duck away fervently scrub any body touch but course accept as gold despite fact bunch bumble no great honor than t bird 3 beautiful smart kind resourceful average musical impotence notwithstanding feasible ultimately embrace reveal himself man mask hand slovenly slack jaw bubble gum smack dirty sweatshirt wear gracelessly rude trashy dingbat aside pretty guess harbor no likable characteristic thus audience give no justification whatsoever depth Michael 's attraction on but do n't want mention gross inferiority predecessor apparently many crank feel comparison unfair say though think want revisit mess old time 's sake grease 2 experience akin living kiss kissing snot nose year old kid acne brace magic go left feel dirty disturbed trust",-1
"i very very difficulty watch initial 5 minute film manage stomach minute switch disgust watch monster house instead way great fun story massive hole plot line hugely state dull act awful especially really stick good look daft singing like castrato freeman look incredibly uncomfortable especially dance rock music no apparent reason half way film meet freeman 's character suppose sort father son relationship sort simply be n't evident all apart fact though freeman 's character nothing but contempt ignorant stupid character never less pull all stop help uncover completely ridiculous cover up incredible suspension disbelief any credit story line simply absurd blow all proportion do n't watch film pure waste time",-1
"i search actress board film title unexpected love it be not really worth look but unfamiliar lead wonder headline lesbian flick lifetime everything be pretty restrained do n't really idea character as viewer be n't able emotionally invest storyline guess i be not target audience but i be not sure everything 's muted soft focus earth tone nothing be very interesting prurient interest see woman make but it be handle discreetly disappointed rent personal good instead",-1
"i have read comment film surmise people easily entertain nothing it be badly write direct act barely make impression character speak cliche ridden dialogue situation completely implausible while make campy fun do n't lifeless film dull it be as lee rose decide write drama woman struggle sexuality but either be n't allow studio exec story true life gusto do n't as standard issue bad lifetime tv",-1
"they change title atrocity unexpected love thing bad film itself script contain dialogue laugh grade play recital point wife leave husband bad cover all myself play soundtrack no kid actor try but defeat inept unbelievably terrible script direction staggeringly bad no wonder lifetime bad reputation thing like i be turn television it be",-1
"i remember watch film eighty as teenager but want again lord earn living as serious actor hell go eighty really bad film bad taste bad actor definitely waste money",-1
"i actor producer director say fact project bad film make history producer director edit call film joke mean big joke blockbuster release crap work very serious film insult profession director try make bad do n't think see bad zombie but take cake damn table suck really hate talk bad filmmaker myself but consider take up different profession respect fact complete but ask smoking crack mean makeup girl scary zombie think whole nation vote zero bad film make history",-1
"german filmmaker manage task many horror fan think impossible he be unseated fellow Uwe boll crown director bad horror film truly edited wood new millennium film as shoddy laughable as well bad proud embarrass say watch morbidly fascinate just low bar set answer subterranean dig pit bury fun begin cast international nobody live los auto mechanic doctor mailman actor screenwriter waiting discover easily understand manage many actor willing spew ridiculous dialog straight face main character villainous beat cop play german actor thick german accent aside serial killer old beat cop la despite fact stop innocent woman driver take custody drag home inexplicably top floor furniture warehouse do all plain sight rookie partner refuse investigate go far as physically attack accuser style raid apartment set excruciatingly bad production designer 's budget apparently include just enough money paint enough paint precinct cardboard wall actor obviously unpaid non professional sad assortment European emigre possibly deportee act native land bimbo desperate middle age woman little any money spend set special location production value fair mention do spring few genuine look police uniform sadly could n't afford police car uniform cop cruise street shiny new mercury rental more than half story focus dirty deed derange german officer futile effort young rookie stop young actor especially pitiable he be actor whole mess vague shot real career the fit right rockabilly hairdo tortured pose need see appreciate the film title get zombie as victim killer resurrect murder girl just visit voodoo priestess protective spell do n't ask girl resort voodooism anticipation murder just accept Lommel 's logic enjoy absurd ride much prolonged hand claw straw covered roadside grave zombie girl manage make appearance look exactly as do death maybe pretty black glamor make up generously airbrush eye look nothing like zombie look more like high fashion model ready runway point borrow creative note laud countryman boll inject large dose cheesy Euro trash soundtrack we be talk prehistoric electronic bumblebee noise stuff play disco still young enough shake booty unlike zombie 's girl speak function as normal mean as do give auteur ample opportunity shower more golden dialog yes golden shower wo n't spoil revealing shock end all say it be perfectly tune rest masterpiece spirit editor wood life say",-1
"the plot Edison decent but actor particular ruin entire film ruin film line utter far worst actor see face fate as entire f r t squad emotional scene action scene silent scene manage ruin not waste time watch film do n't bother midget porn much well choice you be read stick music though you be no good you have wonderful job trick people think actually sing",-1
"this joke mean ha ha funny joke redeem thing good laugh get sheer ridiculousness nonsensical inane plot horrible act wow many unanswered question example woman zombie black woman zombie 's caretaker purpose do 6 people make up nation zombie smear black eye mascara scary 2 year old lastly all why no answer that have think demand channel actually issue comment synopsis apologize advance least decency much",-1
"i can believe create think point director try make artistic piece but just make bad zombie look like apply too much eye makeup zombie few minute finally maybe zombie total definitely not nation well definitely credit painful experience finally finish again reiterate user comment voodoo priestess strange not make much sense whole scene snake Romanian girl just do not make sense all never explain",-1
"seriously start cop partner park outside warehouse furniture store bad cop take girl pull warehouse 's attic while cop sit outside ponder happen up bad cop eventually return heavy duffel bag cop do n't think any problem but still wonder bag ask get bullshit response think ok bad cop repeat process tit scene slightly good but eventually people start catch take awhile consider f obvious girl get voodoo curse place just case die like bad cop eventually kill magically protect bitch get rid duffel bag body magic come lot eye shadow suppose indicate zombie magic curse cause all girl eye shadow monster girl meet up dude apparently currency specialist offer ride look normal apparently but girl people as girl husband freak hideous people freak but do n't notice massive plot hole wrap up eye shadow monster kill bad cop turn end up zombie scene as though try prep sequel like want 2 cow drop",-1
