Oh	UH	oh
we	PP	we
've	VBP	have
met	VBN	meet
the	DT	the
cast	NN	cast
let	VB	let
's	VBZ	be
watch	VB	watch
all	DT	all
of	IN	of
them	PP	them
die	VBP	die
except	IN	except
of	IN	of
course	NN	course
the	DT	the
cute	JJ	cute
kids	NNS	kid
Do	VBP	do
n't	RB	n't
expect	VB	expect
anything	NN	anything
original	NN	original
it	PP	it
's	VBZ	be
just	RB	just
snake	NN	snake
bites	NNS	bite
on	IN	on
various	JJ	various
and	CC	and
ever	RB	ever
increasingly	RB	increasingly
hilarious	JJ	hilarious
really	RB	really
not	RB	not
parts	NNS	part
of	IN	of
the	DT	the
body	NN	body
Use	VB	use
your	PP$	your
imagination	NN	imagination
since	IN	since
the	DT	the
film	NN	film
makers	NNS	maker
obviously	RB	obviously
did	VBD	do
n't	RB	n't
use	VB	use
theirs	PP	theirs
So	IN	so
that	WDT	that
's	VBZ	be
most	JJS	most
of	IN	of
the	DT	the
film	NN	film
wrapped	VBD	wrap
up	RP	up
so	RB	so
now	RB	now
for	IN	for
the	DT	the
best	JJS	good
bit	NN	bit
the	DT	the
ending	NN	ending
As	IN	as
expected	VBN	expect
everything	NN	everything
is	VBZ	be
just	RB	just
so	RB	so
happy	JJ	happy
as	IN	as
the	DT	the
plane	NN	plane
lands	VBZ	land
that	DT	that
everyone	NN	everyone
in	IN	in
sight	NN	sight
starts	VBZ	start
sucking	JJ	sucking
face	NN	face
Yep	NP	Yep
Ice	NP	Ice
cool	NN	cool
Sammy	NP	Sammy
included	VBD	include
But	CC	but
wait	VB	wait
we	PP	we
're	VBP	be
not	RB	not
all	RB	all
off	IN	off
the	DT	the
plane	NN	plane
yet	RB	yet
The	DT	the
last	JJ	last
guy	NN	guy
to	TO	to
get	VB	get
off	RP	off
is	VBZ	be
good	JJ	good
guy	NN	guy
but	CC	but
just	RB	just
as	IN	as
he	PP	he
does	VBZ	do
he	PP	he
gets	VBZ	get
bitten	VBN	bite
by	IN	by
a	DT	a
you	PP	you
guessed	VBD	guess
it	PP	it
snake	VBP	snake
of	IN	of
all	DT	all
things	NNS	thing
Clearly	RB	clearly
this	DT	this
one	CD	one
had	VBD	have
been	VBN	be
hiding	VBG	hide
in	IN	in
Mr	NP	Mr
Jackson	NP	Jackson
's	POS	's
hair	NN	hair
the	DT	the
whole	JJ	whole
time	NN	time
since	IN	since
it	PP	it
somehow	RB	somehow
managed	VBD	manage
to	TO	to
resist	VB	resist
the	DT	the
air	NN	air
pressure	NN	pressure
trick	NN	trick
that	IN	that
the	DT	the
good	JJ	good
old	JJ	old
hero	NN	hero
had	VBD	have
employed	VBN	employ
a	DT	a
few	JJ	few
minutes	NNS	minute
earlier	RBR	earlier
despite	IN	despite
the	DT	the
200ft	JJ	<unknown>
constrictor	NN	constrictor
the	DT	the
one	CD	one
that	WDT	that
ate	VBD	eat
that	DT	that
pesky	JJ	pesky
British	JJ	British
bugger	NN	bugger
being	VBG	be
unable	JJ	unable
to	TO	to
So	NP	So
Sam	NP	Sam
shoots	VBZ	shoot
him	PP	him
and	CC	and
the	DT	the
snake	NN	snake
in	IN	in
one	CD	one
fell	VBD	fall
swoop	NN	swoop
At	IN	at
this	DT	this
point	NN	point
I	PP	I
prayed	VBD	pray
that	IN	that
the	DT	the
movie	NN	movie
was	VBD	be
about	RB	about
to	TO	to
make	VB	make
a	DT	a
much	RB	much
needed	VBN	need
U	NP	U
turn	NN	turn
and	CC	and
reveal	VBP	reveal
that	IN	that
all	DT	all
along	IN	along
the	DT	the
hero	NN	hero
was	VBD	be
actually	RB	actually
a	DT	a
traitor	NN	traitor
of	IN	of
some	DT	some
sort	NN	sort
But	CC	but
no	DT	no
In	IN	in
a	DT	a
kind	NN	kind
of	IN	of
icing	VBG	ice
on	IN	on
the	DT	the
cake	NN	cake
way	NN	way
but	CC	but
with	IN	with
stale	JJ	stale
cheese	NN	cheese
remember	VBP	remember
it	PP	it
is	VBZ	be
revealed	VBN	reveal
that	IN	that
the	DT	the
climax	NN	climax
of	IN	of
the	DT	the
film	NN	film
was	VBD	be
involving	VBG	involve
a	DT	a
bullet	NN	bullet
proof	NN	proof
vest	NN	vest
How	WRB	How
anyone	NN	anyone
can	MD	can
think	VB	think
that	IN	that
an	DT	an
audience	NN	audience
10	CD	@card@
years	NNS	year
ago	RB	ago
let	VBP	let
alone	RB	alone
in	IN	in
2006	CD	@card@
would	MD	would
be	VB	be
impressed	VBN	impress
by	IN	by
their	PP$	their
ingenuity	NN	ingenuity
is	VBZ	be
beyond	IN	beyond
me	PP	me
but	CC	but
it	PP	it
did	VBD	do
well	RB	well
in	IN	in
summing	VBG	sum
up	RP	up
the	DT	the
film	NN	film
Actually	RB	actually
we	PP	we
're	VBP	be
not	RB	not
quite	RB	quite
done	VBN	do
yet	RB	yet
After	IN	after
everyone	NN	everyone
has	VBZ	have
sucked	VBN	suck
face	VB	face
Uncle	NP	Uncle
Sam	NP	Sam
with	IN	with
leading	VBG	lead
actress	NN	actress
good	JJ	good
guy	NN	guy
with	IN	with
Tiffany	NP	Tiffany
token	JJ	token
Black	NP	Black
guy	NN	guy
with	IN	with
token	JJ	token
White	NP	White
girl	NN	girl
and	CC	and
the	DT	the
hot	JJ	hot
couple	NN	couple
in	IN	in
a	DT	a
heart	NN	heart
warming	NN	warming
bout	NN	bout
of	IN	of
necrophilia	NN	necrophilia
it	PP	it
's	VBZ	be
time	NN	time
for	IN	for
good	JJ	good
guy	NN	guy
and	CC	and
hero	NN	hero
to	TO	to
get	VB	get
it	PP	it
on	IN	on
In	IN	in
Bali	NP	Bali
Nope	RB	Nope
it	PP	it
was	VBD	be
n't	RB	n't
at	IN	at
all	DT	all
exciting	JJ	exciting
the	DT	the
exclamation	NN	exclamation
marks	NNS	mark
were	VBD	be
just	RB	just
there	RB	there
to	TO	to
represent	VB	represent
my	PP$	my
utter	JJ	utter
joy	NN	joy
at	IN	at
seeing	VBG	see
the	DT	the
credits	NNS	credit
roll	VBP	roll
Yes	RB	Yes
the	DT	the
final	JJ	final
shot	NN	shot
of	IN	of
the	DT	the
film	NN	film
is	VBZ	be
a	DT	a
celebratory	NN	celebratory
surfing	VBG	surf
trip	NN	trip
to	TO	to
convey	VB	convey
the	DT	the
message	NN	message
that	IN	that
a	DT	a
bit	NN	bit
of	IN	of
male	JJ	male
bonding	VBG	bond
has	VBZ	have
occurred	VBN	occur
and	CC	and
a	DT	a
chance	NN	chance
for	IN	for
any	DT	any
morons	NNS	moron
that	WDT	that
actually	RB	actually
enjoyed	VBD	enjoy
the	DT	the
movie	NN	movie
to	TO	to
whoop	VB	whoop
a	DT	a
few	JJ	few
times	NNS	time
That	DT	that
's	VBZ	be
it	PP	it
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
've	VBP	have
ever	RB	ever
posted	VBN	post
a	DT	a
movie	NN	movie
review	NN	review
but	CC	but
I	PP	I
felt	VBD	feel
so	RB	so
strongly	RB	strongly
that	IN	that
somebody	NN	somebody
must	MD	must
speak	VB	speak
out	RP	out
against	IN	against
this	DT	this
scourge	NN	scourge
of	IN	of
cinematography	NN	cinematography
If	IN	if
you	PP	you
like	IN	like
planes	NNS	plane
snakes	VBZ	snake
Samuel	NP	Samuel
L	NP	L
Jackson	NP	Jackson
air	NN	air
hostesses	NNS	hostess
bad	JJ	bad
guys	NNS	guy
surfing	VBG	surf
dogs	NNS	dog
in	IN	in
bags	NNS	bag
or	CC	or
English	JJ	English
people	NNS	people
then	RB	then
please	VBP	please
please	RB	please
do	VBP	do
n't	RB	n't
see	VB	see
this	DT	this
movie	NN	movie
It	PP	it
will	MD	will
pollute	VB	pollute
your	PP$	your
opinion	NN	opinion
of	IN	of
all	DT	all
of	IN	of
the	DT	the
above	JJ	above
so	RB	so
far	RB	far
that	IN	that
you	PP	you
'll	MD	will
never	RB	never
want	VB	want
to	TO	to
come	VB	come
into	IN	into
contact	NN	contact
with	IN	with
any	DT	any
of	IN	of
them	PP	them
ever	RB	ever
again	RB	again
Go	VB	go
see	VB	see
United	NP	United
93	CD	@card@
instead	RB	instead
THAT	NP	<unknown>
was	VBD	be
good	JJ	good
