when	WRB	when
intrigued	VBD	intrigue
threatened	VBN	threaten
but	CC	but
"	``	"
keep	VB	keep
enemies	NNS	enemy
closer	RBR	closer
"	``	"
kind	NN	kind
way	NN	way
gets	VBZ	get
closer	RBR	closer
totally	RB	totally
genuine	JJ	genuine
trust	NN	trust
worthy	JJ	worthy
despite	IN	despite
better	JJR	good
judgment	NN	judgment
she	PP	she
's	VBZ	be
kind	NN	kind
woman	NN	woman
loses	VBZ	lose
wins	VBZ	win
she	PP	she
's	VBZ	be
always	RB	always
still	RB	still
beautiful	JJ	beautiful
still	RB	still
rich	JJ	rich
always	RB	always
still	RB	still
people	NNS	people
do	VBP	do
n't	RB	n't
know	VB	know
game	NN	game
film	NN	film
zenia	NN	<unknown>
did	VBD	do
n't	RB	n't
charis	NN	<unknown>
's	POS	's
man	NN	man
blonde	JJ	blonde
american	NN	American
draft	NN	draft
dodger	NN	dodger
using	VBG	use
charis	NN	<unknown>
place	NN	place
but	CC	but
instead	RB	instead
took	VBD	take
august	JJ	august
tried	VBD	try
legal	JJ	legal
guardian	NN	guardian
apparently	RB	apparently
came	VBD	come
lesbian	JJ	lesbian
lover	NN	lover
as	IN	as
lingering	VBG	linger
kiss	NN	kiss
coffee	NN	coffee
shop	NN	shop
implies	VBZ	imply
zenia	NN	<unknown>
did	VBD	do
kill	VB	kill
chickens	NNS	chicken
leaving	VBG	leave
august	JJ	august
but	CC	but
no	RB	no
sense	VBP	sense
all	RB	all
build	VB	build
up	RB	up
removed	VBN	remove
it	PP	it
's	VBZ	be
as	RB	as
wrote	VBD	write
screenplay	NN	screenplay
grasping	VBG	grasp
straws	NNS	straw
satisfy	VB	satisfy
read	VBN	read
book	NN	book
but	CC	but
think	VBP	think
not	RB	not
read	VB	read
book	NN	book
spent	VBN	spend
whole	JJ	whole
confused	JJ	confused
bothered	VBD	bother
stick	VB	stick
all	DT	all
roz	NN	<unknown>
's	POS	's
husband	NN	husband
dead	JJ	dead
zenia	NN	<unknown>
came	VBD	come
picture	NN	picture
weird	JJ	weird
zenia	NN	<unknown>
took	VBD	take
roz	NP	Roz
's	POS	's
business	NN	business
home	NN	home
life	NN	life
book	NN	book
roz	NN	<unknown>
hated	VBN	hate
much	JJ	much
zenia	NN	<unknown>
conspired	VBD	conspire
kill	VB	kill
roz	NP	Roz
's	POS	's
husband	NN	husband
years	NNS	year
years	NNS	year
according	VBG	accord
film	NN	film
tony	JJ	tony
west	NN	west
dating	VBG	date
forever	RB	forever
party	NN	party
zenia	NN	<unknown>
west	NN	west
book	NN	book
painted	VBD	paint
whole	JJ	whole
place	NN	place
black	NN	black
tony	JJ	tony
like	IN	like
totally	RB	totally
evil	JJ	evil
bitchy	JJ	bitchy
person	NN	person
always	RB	always
respected	VBN	respect
intelligence	NN	intelligence
popular	JJ	popular
tony	JJ	tony
's	VBZ	be
character	NN	character
wrong	JJ	wrong
film	NN	film
little	JJ	little
psycho	NN	psycho
like	IN	like
mastermind	NN	mastermind
conspiring	VBG	conspire
going	VBG	go
as	IN	as
opposed	VBN	oppose
kind	NN	kind
gawky	JJ	gawky
mildly	RB	mildly
reclusive	JJ	reclusive
teacher	NN	teacher
book	NN	book
film	NN	film
basically	RB	basically
implied	VBD	imply
smart	JJ	smart
women	NNS	woman
evil	JJ	evil
beautiful	JJ	beautiful
women	NNS	woman
evil	JJ	evil
powerful	JJ	powerful
women	NNS	woman
evil	JJ	evil
women	NNS	woman
teach	VBP	teach
yoga	NN	yoga
rockers	NNS	rocker
basically	RB	basically
tried	VBD	try
make	VB	make
zenia	NN	<unknown>
was	VBD	be
n't	RB	n't
necessarily	RB	necessarily
as	RB	as
awful	JJ	awful
as	IN	as
book	NN	book
end	NN	end
women	NNS	woman
convince	VBP	convince
cop	NN	cop
course	NN	course
process	NN	process
researching	VBG	research
meets	NNS	meet
zenia	NN	<unknown>
affair	NN	affair
supposed	VBN	suppose
end	NN	end
moving	VBG	move
barbados	NNS	<unknown>
ridiculous	JJ	ridiculous
course	NN	course
zenia	NN	<unknown>
bails	VBZ	bail
hide	VB	hide
zenia	NNS	<unknown>
's	POS	's
body	NN	body
splat	NN	splat
hotel	NN	hotel
staying	NN	staying
but	CC	but
film	NN	film
implies	VBZ	imply
women	NNS	woman
pushed	VBD	push
balcony	NN	balcony
conspired	VBD	conspire
zenia	NN	<unknown>
managed	VBD	manage
all	DT	all
roz	NN	<unknown>
's	POS	's
money	NN	money
process	NN	process
end	NN	end
film	NN	film
half	NN	half
paying	VBG	pay
attention	NN	attention
commercials	NNS	commercial
b	SYM	b
c	SYM	c
spiraled	VBN	spiral
far	RB	far
space	NN	space
are	VBP	be
n't	RB	n't
confused	VBN	confuse
breakdown	NN	breakdown
film	NN	film
maybe	RB	maybe
like	IN	like
read	VBN	read
book	NN	book
seen	VBN	see
the	DT	the
ridiculously	RB	ridiculously
confused	VBN	confuse
terrible	JJ	terrible
making	VBG	make
film	NN	film
book	NN	book
quite	RB	quite
task	NN	task
but	CC	but
going	VBG	go
task	NN	task
start	NN	start
determining	VBG	determine
book	NN	book
unnecessary	JJ	unnecessary
instead	RB	instead
creating	VBG	create
useless	JJ	useless
character	NN	character
alice	NN	<unknown>
wonderland	NN	wonderland
really	RB	really
no	RB	no
fluffier	JJR	fluffy
books	NNS	book
oxygen	NN	oxygen
making	VBG	make
least	JJS	least
half	JJ	half
decent	JJ	decent
tv	NN	tv
