when	WRB	when
ridicule	NN	ridicule
tirade	NN	tirade
goes	VBZ	go
further	RBR	further
as	IN	as
group	NN	group
joke	NN	joke
norwegian	NN	Norwegian
reviewers	NNS	reviewer
complete	VB	complete
'	''	'
hilarious	JJ	hilarious
'	''	'
accents	NNS	accent
imply	VBP	imply
people	NNS	people
norway	NN	<unknown>
would	MD	would
n't	RB	n't
know	VB	know
good	JJ	good
film	NN	film
simply	RB	simply
born	VBN	bear
as	IN	as
always	RB	always
sorts	NNS	sort
comments	NNS	comment
say	VBP	say
more	JJR	more
saying	VBG	say
than	IN	than
targeting	VBG	target
simply	RB	simply
make	VB	make
director	NN	director
friends	NNS	friend
look	VBP	look
ignorant	JJ	ignorant
package	NN	package
rounded	VBD	round
tasteful	JJ	tasteful
featurette	NN	<unknown>
sirens	NNS	siren
cast	VBD	cast
robert	NP	Robert
's	POS	's
swears	VBZ	swear
blind	JJ	blind
voice	NN	voice
'	POS	'
i	NP	i
did	VBD	do
n't	RB	n't
want	VB	want
make	VB	make
film	NN	film
like	IN	like
baywatch	NN	<unknown>
'	''	'
as	IN	as
audition	NN	audition
tapes	NNS	tape
topless	JJ	topless
naked	JJ	naked
girls	NNS	girl
writhing	VBG	writhe
ground	NN	ground
simpering	VBG	simper
self	JJ	self
indulgent	JJ	indulgent
documentary	NN	documentary
making	VBG	make
darkhunters	NNS	<unknown>
robert	NP	Robert
's	POS	's
says	VBZ	say
reviewer	NN	reviewer
claimed	VBD	claim
forest	NN	forest
"	``	"
the	DT	the
best	RBS	well
british	JJ	British
film	NN	film
years	NNS	year
"	``	"
do	VBP	do
n't	RB	n't
know	VB	know
trying	VBG	try
convince	VB	convince
point	NN	point
commentary	NN	commentary
track	VBP	track
robert	NP	Robert
's	POS	's
says	VBZ	say
jokingly	RB	jokingly
"	``	"
i	FW	i
people	NNS	people
sitting	VBG	sit
home	NN	home
saying	VBG	say
"	``	"
this	DT	this
is	VBZ	be
n't	RB	n't
amazing	JJ	amazing
sh$t	NN	<unknown>
"	''	"
is	VBZ	be
n't	RB	n't
wrong	JJ	wrong
